-52.804487,-60.777405,14.424082,-78.187459,-89.272450,-52.317260,6.644487,86.907281,-94.825418,-88.604050,26.411590,-18.997141,-88.775918,62.448593,-28.150252,-13.583435,15.424593,-23.943645,59.136040,-1.886583,19.060051,25.839896,21.736595,-78.892061,-50.102486,28.710493,-36.707886,-27.908432,73.207656,-65.144804
-21.427135,12.166277,67.590006,-59.084621,68.160297,0.160065,46.465113,-20.488604,68.505799,8.545859,-41.946267,-62.495743,56.126290,32.683484,63.428055,91.277819,4.631425,16.014796,67.926595,-49.309538,-55.606656,-85.215411,-29.041067,-3.544579,54.606026,-19.500652,46.840617,53.955930,11.240652,-65.311488
-22.496602,-24.910434,68.687023,3.653746,-28.289089,-53.173472,-2.817907,74.909321,-63.288503,79.708228,39.312273,-47.284038,-14.858909,62.244107,62.342438,88.893818,61.615783,47.629322,17.545831,20.697449,91.533615,-49.654708,81.787900,-80.048746,-73.424902,21.378355,-66.217217,39.368514,-43.889897,-18.767883
-71.681000,-13.553430,32.416190,6.352367,-37.031905,50.498908,-37.719365,-31.892426,17.562704,98.250297,80.802716,41.362435,-4.857434,70.586980,-11.866134,49.168122,-10.844334,-4.851098,59.691229,-0.196683,14.359678,-62.179728,87.271449,57.543448,16.802576,-45.658192,46.657567,-13.778240,-74.648352,-0.160019
84.688305,29.944274,-37.945354,-59.115977,-8.110766,85.389296,28.620057,-88.317704,-34.068486,62.916280,69.285059,-63.918995,63.057684,70.370208,-37.509450,-52.333108,91.525644,-50.000275,10.424112,-53.076876,46.098007,-47.642265,-72.448542,-77.072832,8.119338,62.083405,26.241096,56.647274,49.227802,-21.735626
-62.927490,-78.497011,-70.255726,-74.005659,-36.776767,-11.099849,33.779064,-20.252016,-93.451576,27.564450,63.735304,-92.117609,-96.844656,18.833529,-66.949961,33.259820,-16.719271,15.724008,29.183866,45.587060,-70.330573,-88.446087,78.520386,-83.977386,4.871510,6.559439,16.525301,73.644336,26.371052,-99.999998
65.446459,-91.033767,-69.031980,-36.549926,-78.556755,-55.266110,-74.221726,34.291445,-91.014888,23.810893,61.428894,29.807185,-14.052115,73.651382,-67.512512,85.355055,-42.024668,-60.239875,29.019746,45.361872,10.332933,-61.308608,-42.028130,75.977834,51.956713,-58.319122,33.614400,52.799903,17.529567,54.545359
1.861048,20.082649,33.812844,-5.070817,-26.654514,-13.986548,-50.488207,22.439698,-48.550383,-47.385552,11.956495,35.804344,9.120621,24.450827,-47.454809,57.624133,43.647295,-56.506243,6.281812,-19.031365,-99.330419,1.448267,27.279518,-78.277889,46.538446,-75.471387,-47.563648,48.171181,39.724979,42.014765
-37.793600,50.224966,34.335485,10.429172,-62.419925,-67.774768,35.078299,94.096371,-24.934005,82.442494,-4.208878,55.029395,-50.506158,69.157252,-48.467073,-23.208590,5.553791,-16.094901,-86.347888,-58.028357,-50.032648,31.254264,31.942121,-41.046603,49.280791,-29.121390,-23.212792,-33.896760,-21.995643,-82.351607
-67.710018,-46.243937,-15.724778,-46.918007,59.611216,90.065186,-16.618004,-74.686590,72.564555,90.011598,4.825675,40.327157,-37.493205,13.489650,86.122648,-58.066522,-43.444455,-84.052811,-34.001460,-28.413564,51.111866,-6.940290,21.564364,-4.658091,-80.500148,16.801591,48.620697,22.498737,-60.257067,52.705495
