% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=884141, Sun Apr 21 22:45:22 2024, <python>{}</python>
1 14 0.4576437103076409 0 0 0.45579554920774074 0.4575374821109051 0.4573293750904198 0.4552611699707942 0.4582067800201159 0.4562291628994175 0.4552124816377269 0.45709654585184245 0.45715074846087955 0.4563680979719678 0.4569405473557353 0.4562810685816135 0.45743796075493803 0.4563662073602546 0.45674839663897654 0.4573569470103677 0.45620437154883187 0.4550703684089687 0.454898341552767 0.4566390290039483 0.45888972109846105 0.4572308827258113 0.4593287130175559 0.4565027126341056 0.45647828373978117 0.4564966383798742 0.4575299206585587 0.45698459683883264 0.4572122197313116 0.45730210171542096
2 28 0.4332818239832072 0 0 0.4306372431091248 0.43297005771181774 0.43374430849626056 0.42942046678232404 0.4334076980864159 0.431613991127244 0.43285284887291975 0.43302961734135065 0.43224628902882883 0.4298699359602351 0.431671798647935 0.4296634561650324 0.434993683415935 0.43268816682875444 0.4332801177182816 0.4343083551751457 0.43064508066120344 0.4313447946964237 0.4299559473778106 0.4314317362630168 0.43394785754211995 0.4344765815303493 0.43491070628500106 0.43052572298860303 0.4309403041756458 0.43188222669206344 0.4326253935875486 0.4324456323812735 0.4325874695056629 0.4328887418929675
3 42 0.417804609165421 0 0 0.4154831944502648 0.4179179299626505 0.41885847988273917 0.4172304075936683 0.417306177012319 0.4170478572858381 0.41637951125512945 0.4137750112311023 0.41591734038649936 0.41623366726366146 0.41538887216291753 0.4124863175615819 0.41927757431276863 0.4174119666068595 0.4178070782940704 0.41818289740052705 0.41326997692576906 0.41662119509738404 0.4127616558575517 0.4161039517876831 0.41810069757263535 0.41537780653969913 0.42012777632175347 0.41590738775988617 0.41561655179929863 0.41777603043875994 0.4207899781787269 0.41698694812522613 0.4165708522137913 0.4174714580976523
4 56 0.40557877184710944 0 0 0.4018720608722243 0.4044813698383665 0.40616011949914743 0.4039330034505189 0.4040079331685276 0.40603709823778084 0.40416492085248185 0.4033765253417176 0.40378381093930515 0.40285946089417407 0.402842265136818 0.40043441736354923 0.4067212796807268 0.405115641187624 0.40679298465720176 0.4052708193382953 0.4004922764676375 0.4048804984700883 0.39971879131661603 0.4040030164044779 0.4032169238771591 0.4030493425014554 0.40756852620228673 0.4041541986497371 0.4037002314302165 0.40597875647104437 0.4096473057382748 0.4049775867176692 0.4034671554724189 0.4051747516100533
5 70 0.38910442087238684 0 0 0.384481312544888 0.38842657920575735 0.3889816537832108 0.3874467178450307 0.3862843736601444 0.3880271516389253 0.38698836251159535 0.3866148257314021 0.38738644450535803 0.38699741879306304 0.38617841931244234 0.3855814382895212 0.3901906703878064 0.388675850687877 0.39021494307486065 0.3881056196573494 0.38537705278899836 0.388206359190337 0.3832245258138297 0.3869239059748664 0.38669067255450196 0.3841067606417294 0.3904127623698524 0.387553837918945 0.3872539120203893 0.3888121051807639 0.3942778711926562 0.38850915466419067 0.3876040145543967 0.3886221430490306
6 84 0.37860899674923254 0 0 0.37510167000559796 0.3796831446487166 0.37847954247384424 0.37695371187857324 0.3749049288303945 0.37817802158654434 0.3756274054949722 0.3756051567492639 0.3753737666770577 0.3764282382454005 0.3752983791779683 0.37670739095632577 0.3789416429074073 0.37829151389795385 0.38164702322952965 0.37692914843482317 0.3742915549719512 0.3766666727352367 0.3724645961604165 0.3758702436527464 0.37603496350369064 0.37366419800649736 0.3786181043010556 0.37590194960604195 0.37568621590656354 0.37601788270860775 0.3815575086672659 0.3787788746449547 0.3762586437363256 0.37724090302212904
7 98 0.3625204048211505 0 0 0.3575276891633506 0.3637487919994627 0.3613326422369796 0.36099472974429314 0.35774809769195337 0.3624406831197026 0.35983919699411643 0.35865810443333396 0.35939122182595995 0.36201934647752043 0.3601185281672357 0.3601531813584456 0.363692980890682 0.36126348747456 0.36471504342344996 0.36045797934820567 0.35731250229458084 0.36095881928807005 0.35701337004620587 0.3588291510244148 0.3582371486562886 0.3581090012829652 0.36150815100771116 0.3598883425704412 0.3596562409910324 0.36069687049345445 0.36317048205953345 0.36289406399556284 0.35964054270202456 0.3602415314952943
8 112 0.3477663855855811 0 0 0.34316160922355 0.34979373820488113 0.34734026173858235 0.34410360886135427 0.3429226821750637 0.35027384445791493 0.34417871810998046 0.3413209704806285 0.3449021758923939 0.3473896262982161 0.3462200096695471 0.34621895007067305 0.3493563237623696 0.3463811256785615 0.34966752896582676 0.34506202899470445 0.34328050572536706 0.3456527810636805 0.3435190954774094 0.3440006471477019 0.34237937586676315 0.3434551767105961 0.3457493950409396 0.3446664231665295 0.34368420971166497 0.3452881959568734 0.3487348478027486 0.34839407574498693 0.34517726957238665 0.3445417761665787
9 126 0.33385450302341135 0 0 0.3297298638604435 0.33726665573293696 0.3332557450882414 0.3297518078107473 0.3297690594402268 0.33649850242928164 0.33026883451114 0.3284101244991735 0.3293573433477199 0.3326210326533886 0.3316301637144869 0.33148137730188365 0.33489953888766777 0.3318664413630861 0.33576482710669364 0.33104419538996016 0.3296280424859585 0.3331335046972022 0.33032013308761426 0.33002204694435444 0.32820020374088765 0.3283780956020025 0.3318283833870588 0.32764437038632643 0.33136464841968094 0.33118198708052 0.3348069351339802 0.3354451695051786 0.33206538472280955 0.3297674171213062
10 140 0.3309934947526108 0 0 0.3284798022834802 0.3369823337123722 0.32955655420589725 0.3250384689415749 0.3273922301168713 0.3331998383098426 0.3269445731783741 0.3294954718110139 0.32687769053575516 0.328601158904375 0.3282583386310899 0.32872965187015163 0.33231649398216523 0.3283482149979046 0.3356551386259887 0.32767537498726984 0.32778541935724437 0.32941432284793537 0.32702080400101396 0.32766572913683517 0.32558232061731224 0.32461229620844345 0.3279322588251598 0.3236905487290477 0.32831462247228116 0.327457990100313 0.3304496476385081 0.3319709156819975 0.32880063690152256 0.3264216284759593
11 154 0.32652984699482585 0 0 0.3225834594875449 0.33320642848462445 0.32519259011906854 0.3215718186721577 0.32293622102401626 0.32872944883803545 0.31988159620176315 0.3260252652477615 0.3214251520004307 0.32347719039568923 0.32415604686912397 0.3216642918230151 0.3297589763018216 0.3236071319709573 0.3337475930132605 0.32267346995218726 0.32435491376360337 0.3255682883792027 0.3228698921171296 0.32183043063187633 0.3212942070215136 0.3212537676035762 0.32222976545958854 0.32014122962065295 0.3240750193773188 0.3236729138233102 0.32687600540672757 0.3255114430877217 0.323577194695522 0.3230749784587046
