% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=884141, Sun Apr 21 22:45:22 2024, <python>{}</python>
1 14 0.4576437103076409 1.0000483345014077 1847085.9735285651 1.8470859735285651e+06 3344648.1493801223 7841671.191924478   
2 28 0.4332818239832072 1.0596212330623649 1847085.9735285651 2.6436077939677234e+06 6347980.462199804 10525522.83554858   
3 42 0.417804609165421 1.0768669202176524 1554034.1830792192 1.5540341830792192e+06 4153910.303600187 10836289.795747127   
4 56 0.40557877184710944 1.0896535675554933 766436.259322907 7.6643625932290696e+05 5192016.226023379 9779976.010727288   
5 70 0.38910442087238684 1.1067388792002497 766436.259322907 2.2102366704379474e+06 4897612.787801092 9302622.45084213   
6 84 0.37860899674923254 1.1136883651451073 766436.259322907 1.3041427920405616e+06 5388773.879078825 9542562.594706183   
7 98 0.3625204048211505 1.1254675079264946 766436.259322907 9.4633403326091182e+05 4325115.909169771 7880225.732736889   
8 112 0.3477663855855811 1.1340293995278623 766436.259322907 1.3998657536802902e+06 4598062.3686088305 10509073.92014222   
9 126 0.33385450302341135 1.1468579472903382 766436.259322907 2.3966838015195876e+06 6991273.73268473 13336842.223550383   
10 140 0.3309934947526108 1.1585089320867434 766436.259322907 1.5686246707609780e+06 4109156.6811443474 8191538.081222606   
11 154 0.32652984699482585 1.1655722784940166 766436.259322907 9.7658254020707821e+05 7038660.808890656 17404356.114939503   
12 168 0.3191761875601732 1.1721082391685478 766436.259322907 2.2971639386572787e+06 6425957.428882789 13450592.85310691   
13 182 0.30757032824914465 1.1808261367297643 766436.259322907 3.3108120105491006e+06 8271093.382750864 14205074.629282126   
14 196 0.29293637538228373 1.1862947342314465 657694.4409168479 6.5769444091684790e+05 5635142.706806308 14408798.72996948   
15 210 0.28461833805795766 1.1953429530676045 657694.4409168479 1.8911907491691622e+06 4857806.067603008 8563021.194752283   
16 224 0.27307458902968323 1.1988566604770878 657694.4409168479 1.0114252867963002e+06 4786073.605687405 13710644.332839895   
17 238 0.2613219608897457 1.213413151508159 657694.4409168479 1.2954947932774452e+06 4504748.053010619 10773715.019467333   
18 252 0.25255520588905134 1.2130318243498928 657694.4409168479 1.3236749823862859e+06 4747098.251274024 9511990.809737269   
19 266 0.24329367082907785 1.2107365545459616 657694.4409168479 1.8145016083692445e+06 5295687.257375501 10183366.231863223   
20 280 0.23806443216529924 1.2254567646312222 567067.3998294127 5.6706739982941269e+05 5333709.987825768 9238123.935340201   
21 294 0.23397791336616086 1.2285062129252482 567067.3998294127 8.2209275632933259e+05 4116376.4153609644 8176053.065231829   
22 308 0.23630272201764815 1.2320101683862692 567067.3998294127 1.5017529756719728e+06 5359147.278038337 10303016.496666458   
23 322 0.23894773550957632 1.2339509068476735 365059.4585905479 3.6505945859054790e+05 4488266.701119113 13058374.037530314   
24 336 0.23420067863124194 1.2374548215219516 365059.4585905479 9.5547161576371081e+05 3427132.5843459363 13739385.191978572   
25 350 0.2274709394963475 1.250544139198922 365059.4585905479 1.7880432852071507e+06 4151884.8224057234 9583485.888951704   
26 364 0.2217752302251222 1.2599842317733516 365059.4585905479 1.0483779511467468e+06 4323103.240847073 7510665.790559152   
27 378 0.21883068930267943 1.2681760784996123 365059.4585905479 1.2524335021768329e+06 4437802.891010317 9149565.19707776   
28 392 0.2157817904515304 1.279964927586297 365059.4585905479 1.1929485029852905e+06 5190324.050631349 12833514.129492553   
29 406 0.21380070648473753 1.2829925092529249 365059.4585905479 1.4752854919115417e+06 3161464.6457772893 6046427.956839585   
30 420 0.20638123301457545 1.295934559584589 365059.4585905479 1.1852873475368400e+06 2109382.662697152 11412940.361021874   
31 434 0.2011888835013214 1.3021958797192459 365059.4585905479 1.0647346677025654e+06 3827346.3273029677 8658074.497733423   
32 448 0.19543300159707505 1.3100780156166894 365059.4585905479 5.9665480611374672e+05 3470945.7697741846 7936105.982792062   
33 462 0.19041671575951283 1.3113673715030512 365059.4585905479 7.9916482551939983e+05 3067396.733305665 7045509.894350274   
34 476 0.18714330453679948 1.3213706666939065 365059.4585905479 7.6507190391097602e+05 2581233.5080701145 6892123.034896529   
35 490 0.186832101062182 1.3240087510322278 365059.4585905479 5.5393396202734811e+05 4913487.205515084 8705773.816867376   
36 504 0.18449375471408058 1.328892994744919 365059.4585905479 9.0811740090061747e+05 2448765.552748836 7801898.400134954   
37 518 0.18461441051259767 1.3357332236781585 365059.4585905479 1.2184488431822169e+06 4008911.0465235636 11567281.860522123   
38 532 0.1858819506132142 1.3514427530797828 365059.4585905479 1.2790879201081882e+06 3004686.7109096637 10757861.241863038   
39 546 0.18712713878112214 1.3585380580413817 365059.4585905479 5.3204907543397835e+05 3312689.43222821 13292148.696826687   
40 560 0.1877467240612948 1.3624854135298412 365059.4585905479 1.3475364534059293e+06 3722548.1591508673 12581513.945089543   
41 574 0.1887539197831272 1.3753715917801939 365059.4585905479 1.1418023232546011e+06 2665156.2751954994 11291590.54537162   
42 588 0.19048765418130215 1.399358113497679 365059.4585905479 5.2376402907513833e+05 4556933.728365749 11890740.625711098   
43 602 0.18968953110760686 1.416150391541214 365059.4585905479 1.2468458304321303e+06 3457341.973903923 13981149.82020439   
44 616 0.18911060923590592 1.4193340955238578 365059.4585905479 4.7547634911899857e+05 6157133.308629569 11814192.032013565   
45 630 0.18854268642793362 1.4297341786165636 365059.4585905479 1.3658746141220967e+06 3628553.0584526933 7946336.933222979   
46 644 0.1880182429528064 1.441591848380161 365059.4585905479 1.8955935190381208e+06 4222209.511951097 11729835.346087633   
47 658 0.18934252378101632 1.4597137167454126 365059.4585905479 1.2091082896577143e+06 5313834.096154413 7700486.7941621635   
48 672 0.19072299333784395 1.4740346824309964 365059.4585905479 2.2338894586234158e+06 4902015.751929474 16123315.09293204   
